Wage (€),Value (€),Name,Age,Nationality,Overall,Potential,Club,Special,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,CAM,CB,CDM,CF,CM,ID,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,Preferred Positions,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST
1000,1300000,L. Koutris,21,Greece,69,76,Olympiakos CFP,1852,83.0,60.0,70.0,76.0,70.0,69.0,76.0,73.0,68.0,57.0,56.0,12.0,10.0,7.0,10.0,8.0,42.0,66.0,66.0,59.0,60.0,66.0,55.0,66.0,65.0,58.0,64.0,67.0,80.0,70.0,68.0,64.0,55.0,45.0,64.0,63.0,64.0,65.0,63.0,239106,64.0,68.0,63.0,63.0,64.0,65.0,67.0,63.0,67.0,69.0,LM LB,64.0,68.0,63.0,63.0,64.0,65.0,67.0,63.0,67.0,69.0,63.0
13000,1300000,D. John,22,Wales,69,77,Rangers,1827,85.0,56.0,83.0,80.0,66.0,56.0,67.0,66.0,66.0,50.0,46.0,12.0,7.0,12.0,7.0,10.0,56.0,64.0,53.0,64.0,53.0,61.0,59.0,55.0,63.0,67.0,71.0,69.0,80.0,72.0,70.0,65.0,47.0,45.0,62.0,64.0,65.0,62.0,62.0,211204,62.0,68.0,64.0,62.0,65.0,62.0,65.0,62.0,64.0,68.0,LWB LB,62.0,68.0,64.0,62.0,65.0,62.0,65.0,62.0,64.0,68.0,62.0
18000,1300000,A. Vellios,25,Greece,69,71,Nottingham Forest,1703,60.0,66.0,61.0,49.0,68.0,70.0,36.0,63.0,60.0,69.0,63.0,10.0,14.0,7.0,7.0,8.0,70.0,29.0,72.0,54.0,70.0,31.0,60.0,70.0,68.0,65.0,73.0,32.0,60.0,70.0,33.0,79.0,61.0,65.0,65.0,49.0,52.0,66.0,61.0,202517,65.0,48.0,49.0,61.0,52.0,66.0,61.0,68.0,62.0,49.0,ST,65.0,48.0,49.0,61.0,52.0,66.0,61.0,68.0,62.0,49.0,68.0
4000,1100000,T. Mrčela,26,Australia,69,71,Jeonnam Dragons,1430,49.0,73.0,42.0,39.0,48.0,56.0,27.0,20.0,39.0,28.0,47.0,10.0,10.0,6.0,13.0,13.0,79.0,70.0,31.0,47.0,32.0,70.0,45.0,20.0,53.0,55.0,42.0,64.0,52.0,79.0,68.0,89.0,47.0,23.0,43.0,68.0,62.0,42.0,50.0,228887,43.0,60.0,68.0,50.0,62.0,42.0,44.0,45.0,41.0,57.0,CB,43.0,60.0,68.0,50.0,62.0,42.0,44.0,45.0,41.0,57.0,45.0
6000,1200000,S. Memišević,23,Bosnia Herzegovina,69,74,FC Groningen,1533,58.0,77.0,35.0,64.0,50.0,60.0,40.0,30.0,55.0,26.0,28.0,14.0,13.0,8.0,14.0,8.0,65.0,76.0,81.0,54.0,26.0,69.0,41.0,30.0,64.0,66.0,54.0,57.0,65.0,75.0,66.0,77.0,27.0,20.0,47.0,68.0,64.0,47.0,53.0,235544,47.0,63.0,68.0,53.0,64.0,47.0,51.0,48.0,47.0,62.0,CB,47.0,63.0,68.0,53.0,64.0,47.0,51.0,48.0,47.0,62.0,48.0
11000,1100000,O. El Hajjam,26,Morocco,69,72,Amiens SC Football,1751,67.0,70.0,64.0,66.0,69.0,64.0,67.0,67.0,68.0,28.0,32.0,6.0,13.0,11.0,13.0,8.0,61.0,67.0,57.0,65.0,56.0,68.0,33.0,59.0,68.0,69.0,58.0,69.0,67.0,72.0,69.0,73.0,59.0,32.0,63.0,68.0,68.0,61.0,65.0,234514,63.0,68.0,68.0,65.0,68.0,61.0,64.0,57.0,62.0,68.0,RB,63.0,68.0,68.0,65.0,68.0,61.0,64.0,57.0,62.0,68.0,57.0
8000,1400000,S. Eduok,23,Nigeria,69,73,Kasimpaşa SK,1762,75.0,57.0,79.0,79.0,70.0,52.0,64.0,60.0,73.0,68.0,52.0,14.0,6.0,12.0,13.0,15.0,58.0,18.0,60.0,60.0,70.0,31.0,61.0,64.0,65.0,67.0,73.0,35.0,79.0,68.0,26.0,67.0,58.0,65.0,68.0,44.0,49.0,68.0,61.0,236300,68.0,50.0,44.0,61.0,49.0,68.0,68.0,68.0,69.0,53.0,RM LM,68.0,50.0,44.0,61.0,49.0,68.0,68.0,68.0,69.0,53.0,68.0
3000,70000,M. Kelemen,37,Slovakia,69,69,Jagiellonia Białystok,996,30.0,34.0,35.0,30.0,24.0,41.0,12.0,13.0,12.0,11.0,15.0,68.0,64.0,65.0,69.0,68.0,11.0,14.0,54.0,24.0,12.0,13.0,32.0,12.0,72.0,29.0,23.0,12.0,24.0,30.0,18.0,44.0,10.0,12.0,,,,,,161807,,,,,,,,,,,GK,,,,,,,,,,,
28000,1100000,C. Evans,28,Wales,69,69,Sheffield United,1788,68.0,81.0,66.0,64.0,63.0,61.0,45.0,53.0,57.0,67.0,72.0,5.0,8.0,22.0,8.0,10.0,66.0,41.0,68.0,45.0,70.0,32.0,69.0,72.0,71.0,56.0,76.0,35.0,72.0,70.0,37.0,82.0,69.0,68.0,64.0,52.0,53.0,66.0,59.0,186127,64.0,51.0,52.0,59.0,53.0,66.0,62.0,68.0,63.0,52.0,ST,64.0,51.0,52.0,59.0,53.0,66.0,62.0,68.0,63.0,52.0,68.0
1000,1200000,L. Gordinho,23,South Africa,69,74,Kaizer Chiefs,1501,70.0,41.0,52.0,55.0,51.0,58.0,49.0,21.0,51.0,28.0,26.0,10.0,9.0,9.0,8.0,10.0,72.0,63.0,70.0,62.0,22.0,77.0,41.0,26.0,64.0,61.0,35.0,72.0,68.0,60.0,70.0,82.0,35.0,31.0,48.0,68.0,62.0,46.0,52.0,219664,48.0,65.0,68.0,52.0,62.0,46.0,52.0,48.0,48.0,63.0,CB,48.0,65.0,68.0,52.0,62.0,46.0,52.0,48.0,48.0,63.0,48.0
4000,975000,G. Cvijanović,30,Slovenia,69,69,Korona Kielce,1871,69.0,70.0,57.0,66.0,,68.0,61.0,50.0,67.0,70.0,70.0,8.0,14.0,10.0,13.0,12.0,43.0,63.0,57.0,,67.0,66.0,62.0,73.0,63.0,,77.0,52.0,64.0,79.0,54.0,69.0,61.0,68.0,68.0,60.0,66.0,68.0,68.0,212024,68.0,63.0,60.0,68.0,66.0,68.0,68.0,67.0,67.0,65.0,CAM CM,68.0,63.0,60.0,68.0,66.0,68.0,68.0,67.0,67.0,65.0,67.0
6000,1600000,M. Pučko,23,Slovenia,69,78,Real Oviedo,1695,76.0,42.0,73.0,79.0,73.0,59.0,63.0,66.0,76.0,70.0,57.0,15.0,13.0,6.0,6.0,15.0,60.0,48.0,51.0,56.0,72.0,13.0,58.0,71.0,68.0,61.0,66.0,21.0,72.0,49.0,36.0,41.0,57.0,65.0,68.0,42.0,48.0,69.0,62.0,230758,68.0,49.0,42.0,62.0,48.0,69.0,67.0,68.0,70.0,52.0,LM RM ST,68.0,49.0,42.0,62.0,48.0,69.0,67.0,68.0,70.0,52.0,68.0
1000,1000000,O. Vranješ,27,Bosnia Herzegovina,69,70,AEK Athens,1817,70.0,67.0,69.0,72.0,57.0,66.0,65.0,58.0,55.0,31.0,48.0,9.0,11.0,15.0,8.0,15.0,74.0,66.0,72.0,58.0,56.0,70.0,58.0,58.0,62.0,65.0,68.0,67.0,67.0,70.0,70.0,72.0,56.0,58.0,58.0,68.0,65.0,57.0,60.0,203624,58.0,67.0,68.0,60.0,65.0,57.0,59.0,58.0,58.0,66.0,RB CB,58.0,67.0,68.0,60.0,65.0,57.0,59.0,58.0,58.0,66.0,58.0
20000,900000,S. Quinn,31,Republic of Ireland,69,69,Reading,1953,71.0,74.0,88.0,89.0,71.0,70.0,67.0,62.0,69.0,60.0,65.0,13.0,6.0,6.0,8.0,9.0,55.0,66.0,84.0,64.0,63.0,58.0,58.0,65.0,70.0,70.0,67.0,69.0,64.0,83.0,63.0,60.0,68.0,68.0,68.0,65.0,67.0,67.0,68.0,173673,68.0,68.0,65.0,68.0,67.0,67.0,69.0,65.0,68.0,69.0,LM CM,68.0,68.0,65.0,68.0,67.0,67.0,69.0,65.0,68.0,69.0,65.0
24000,1100000,P. Ofosu-Ayeh,25,Ghana,69,72,Wolverhampton Wanderers,1812,90.0,70.0,74.0,73.0,65.0,63.0,54.0,60.0,66.0,44.0,36.0,13.0,9.0,15.0,11.0,8.0,59.0,55.0,81.0,53.0,44.0,65.0,40.0,54.0,62.0,64.0,58.0,68.0,90.0,85.0,68.0,82.0,52.0,44.0,61.0,67.0,64.0,61.0,60.0,211820,61.0,68.0,67.0,60.0,64.0,61.0,64.0,60.0,63.0,67.0,CB RWB RB,61.0,68.0,67.0,60.0,64.0,61.0,64.0,60.0,63.0,67.0,60.0
0,0,J. Bořil,26,Czech Republic,69,72,,1805,76.0,77.0,72.0,73.0,68.0,63.0,64.0,57.0,66.0,42.0,35.0,6.0,9.0,7.0,14.0,15.0,59.0,63.0,70.0,56.0,60.0,65.0,39.0,60.0,67.0,65.0,66.0,69.0,74.0,75.0,67.0,70.0,57.0,42.0,63.0,67.0,66.0,63.0,63.0,204125,63.0,68.0,67.0,63.0,66.0,63.0,65.0,61.0,64.0,68.0,RB LB,63.0,68.0,67.0,63.0,66.0,63.0,65.0,61.0,64.0,68.0,61.0
4000,1300000,S. Piette,22,Canada,69,76,Montreal Impact,1823,71.0,84.0,71.0,91.0,62.0,69.0,48.0,61.0,55.0,43.0,55.0,15.0,10.0,10.0,7.0,9.0,55.0,65.0,81.0,,51.0,66.0,49.0,41.0,66.0,69.0,70.0,68.0,69.0,87.0,69.0,73.0,55.0,32.0,59.0,68.0,68.0,57.0,62.0,213092,59.0,67.0,68.0,62.0,68.0,57.0,60.0,56.0,57.0,66.0,CDM,59.0,67.0,68.0,62.0,68.0,57.0,60.0,56.0,57.0,66.0,56.0
1000,1200000,B. Vătăjelu,24,Romania,69,74,Sparta Praha,1785,84.0,57.0,74.0,77.0,65.0,65.0,65.0,54.0,63.0,46.0,56.0,6.0,13.0,12.0,11.0,11.0,55.0,65.0,54.0,58.0,58.0,67.0,48.0,52.0,65.0,63.0,56.0,70.0,79.0,68.0,69.0,63.0,54.0,47.0,61.0,65.0,64.0,61.0,61.0,223354,61.0,68.0,65.0,61.0,64.0,61.0,64.0,59.0,63.0,68.0,LM LB,61.0,68.0,65.0,61.0,64.0,61.0,64.0,59.0,63.0,68.0,59.0
4000,1500000,N. Aankour,23,Morocco,69,76,Korona Kielce,1838,80.0,52.0,78.0,81.0,72.0,64.0,70.0,43.0,70.0,52.0,70.0,15.0,11.0,8.0,13.0,12.0,46.0,48.0,76.0,68.0,56.0,53.0,59.0,66.0,65.0,70.0,55.0,60.0,82.0,84.0,57.0,62.0,65.0,39.0,68.0,57.0,62.0,66.0,67.0,223870,68.0,64.0,57.0,67.0,62.0,66.0,70.0,62.0,69.0,66.0,CAM,68.0,64.0,57.0,67.0,62.0,66.0,70.0,62.0,69.0,66.0,62.0
9000,1300000,M. Terki,25,Algeria,69,72,Sporting Lokeren,1802,66.0,71.0,67.0,72.0,73.0,78.0,61.0,48.0,74.0,54.0,44.0,7.0,13.0,8.0,9.0,7.0,55.0,66.0,65.0,65.0,52.0,65.0,53.0,65.0,68.0,72.0,56.0,57.0,68.0,72.0,63.0,75.0,64.0,47.0,67.0,65.0,68.0,66.0,68.0,201845,67.0,65.0,65.0,68.0,68.0,66.0,68.0,63.0,67.0,66.0,CAM CDM CM,67.0,65.0,65.0,68.0,68.0,66.0,68.0,63.0,67.0,66.0,63.0
0,0,M. Riveros,28,Paraguay,69,69,,1809,64.0,73.0,62.0,59.0,72.0,49.0,52.0,66.0,65.0,35.0,65.0,9.0,15.0,12.0,6.0,15.0,58.0,69.0,59.0,67.0,63.0,61.0,46.0,62.0,70.0,71.0,62.0,55.0,65.0,79.0,65.0,60.0,68.0,59.0,65.0,64.0,68.0,63.0,68.0,209006,65.0,65.0,64.0,68.0,68.0,63.0,65.0,59.0,62.0,65.0,CM,65.0,65.0,64.0,68.0,68.0,63.0,65.0,59.0,62.0,65.0,59.0
12000,1700000,S. Lobotka,22,Slovakia,69,79,RC Celta de Vigo,1801,70.0,56.0,79.0,82.0,74.0,60.0,60.0,68.0,69.0,42.0,56.0,10.0,7.0,16.0,13.0,14.0,43.0,59.0,82.0,70.0,57.0,43.0,56.0,51.0,61.0,74.0,60.0,62.0,65.0,86.0,58.0,48.0,67.0,43.0,66.0,56.0,64.0,62.0,68.0,216435,66.0,63.0,56.0,68.0,64.0,62.0,66.0,56.0,64.0,65.0,CM,66.0,63.0,56.0,68.0,64.0,62.0,66.0,56.0,64.0,65.0,56.0
1000,750000,H. Jele,30,South Africa,69,69,Orlando Pirates,1802,73.0,54.0,63.0,50.0,75.0,66.0,67.0,63.0,73.0,49.0,43.0,14.0,8.0,8.0,9.0,7.0,68.0,64.0,58.0,77.0,60.0,72.0,46.0,60.0,50.0,62.0,64.0,73.0,73.0,73.0,69.0,53.0,61.0,63.0,65.0,65.0,66.0,64.0,66.0,179822,65.0,68.0,65.0,66.0,66.0,64.0,67.0,62.0,65.0,68.0,CB RB,65.0,68.0,65.0,66.0,66.0,64.0,67.0,62.0,65.0,68.0,62.0
21000,850000,A. Al Faraj,28,Saudi Arabia,69,69,Al Nassr,1804,78.0,71.0,70.0,83.0,71.0,65.0,53.0,49.0,69.0,46.0,41.0,11.0,10.0,11.0,16.0,15.0,50.0,62.0,47.0,65.0,61.0,67.0,44.0,59.0,72.0,76.0,58.0,60.0,73.0,86.0,64.0,60.0,64.0,42.0,67.0,63.0,68.0,65.0,69.0,209223,67.0,67.0,63.0,69.0,68.0,65.0,68.0,61.0,66.0,68.0,LB CM CDM,67.0,67.0,63.0,69.0,68.0,65.0,68.0,61.0,66.0,68.0,61.0
1000,1000000,G. Maluleka,28,South Africa,69,69,Kaizer Chiefs,1921,78.0,51.0,66.0,77.0,71.0,62.0,71.0,68.0,71.0,70.0,71.0,10.0,11.0,10.0,16.0,8.0,67.0,60.0,61.0,70.0,66.0,53.0,65.0,64.0,61.0,77.0,70.0,62.0,75.0,72.0,56.0,64.0,63.0,66.0,69.0,61.0,64.0,69.0,68.0,203593,69.0,66.0,61.0,68.0,64.0,69.0,71.0,69.0,70.0,67.0,CAM CM,69.0,66.0,61.0,68.0,64.0,69.0,71.0,69.0,70.0,67.0,69.0
9000,1300000,W. Grigg,25,Northern Ireland,69,71,Wigan Athletic,1686,75.0,50.0,71.0,73.0,63.0,69.0,31.0,39.0,64.0,72.0,50.0,12.0,9.0,13.0,15.0,10.0,66.0,22.0,72.0,40.0,63.0,26.0,72.0,70.0,66.0,59.0,68.0,20.0,76.0,81.0,37.0,77.0,54.0,70.0,63.0,45.0,47.0,66.0,57.0,194122,63.0,46.0,45.0,57.0,47.0,66.0,62.0,68.0,63.0,48.0,ST,63.0,46.0,45.0,57.0,47.0,66.0,62.0,68.0,63.0,48.0,68.0
5000,120000,R. Raţ,36,Romania,69,69,Rayo Vallecano,1865,66.0,58.0,68.0,68.0,59.0,74.0,80.0,68.0,59.0,49.0,80.0,9.0,13.0,11.0,16.0,9.0,64.0,69.0,69.0,75.0,59.0,67.0,49.0,59.0,64.0,67.0,59.0,75.0,68.0,42.0,80.0,71.0,59.0,56.0,61.0,69.0,67.0,60.0,63.0,143674,61.0,68.0,69.0,63.0,67.0,60.0,63.0,60.0,62.0,67.0,CB LB,61.0,68.0,69.0,63.0,67.0,60.0,63.0,60.0,62.0,67.0,60.0
20000,875000,A. Al Jebreen,27,Saudi Arabia,69,69,Al Nassr,1875,63.0,64.0,64.0,60.0,69.0,66.0,67.0,57.0,64.0,67.0,55.0,13.0,10.0,13.0,12.0,14.0,61.0,68.0,57.0,68.0,68.0,67.0,57.0,65.0,65.0,71.0,63.0,61.0,64.0,68.0,67.0,79.0,69.0,65.0,67.0,67.0,68.0,66.0,68.0,210492,67.0,66.0,67.0,68.0,68.0,66.0,67.0,66.0,66.0,67.0,CM CDM,67.0,66.0,67.0,68.0,68.0,66.0,67.0,66.0,66.0,67.0,66.0
5000,1800000,E. Ocansey,19,Ghana,69,81,KAS Eupen,1699,83.0,52.0,87.0,82.0,73.0,74.0,57.0,69.0,76.0,53.0,42.0,10.0,10.0,6.0,13.0,9.0,38.0,27.0,77.0,56.0,71.0,23.0,44.0,59.0,64.0,66.0,77.0,26.0,81.0,71.0,22.0,47.0,63.0,65.0,68.0,39.0,48.0,67.0,62.0,234048,68.0,48.0,39.0,62.0,48.0,67.0,68.0,63.0,68.0,52.0,LM RM,68.0,48.0,39.0,62.0,48.0,67.0,68.0,63.0,68.0,52.0,63.0
7000,1200000,M. Pospíšil,26,Czech Republic,69,70,Jagiellonia Białystok,1818,71.0,58.0,80.0,77.0,73.0,70.0,59.0,64.0,75.0,50.0,67.0,11.0,9.0,11.0,8.0,13.0,56.0,51.0,78.0,67.0,56.0,60.0,63.0,63.0,68.0,68.0,53.0,55.0,59.0,65.0,54.0,52.0,74.0,50.0,68.0,58.0,62.0,66.0,67.0,203603,68.0,60.0,58.0,67.0,62.0,66.0,67.0,61.0,67.0,62.0,CM CAM,68.0,60.0,58.0,67.0,62.0,66.0,67.0,61.0,67.0,62.0,61.0
5000,850000,T. Tchani,28,Cameroon,69,69,Vancouver Whitecaps FC,1813,51.0,85.0,68.0,38.0,67.0,65.0,50.0,57.0,60.0,58.0,54.0,12.0,10.0,14.0,15.0,16.0,59.0,63.0,63.0,62.0,57.0,60.0,55.0,60.0,61.0,,70.0,59.0,66.0,81.0,68.0,90.0,,51.0,63.0,67.0,68.0,62.0,65.0,197717,63.0,63.0,67.0,65.0,68.0,62.0,62.0,63.0,61.0,64.0,CM CDM,63.0,63.0,67.0,65.0,68.0,62.0,62.0,63.0,61.0,64.0,63.0
3000,1500000,J. Kouffaty,24,Venezuela,69,76,CD Los Millionarios Bogota,1640,72.0,44.0,79.0,85.0,71.0,42.0,69.0,40.0,73.0,66.0,48.0,11.0,15.0,11.0,12.0,7.0,40.0,42.0,56.0,61.0,43.0,30.0,52.0,68.0,60.0,70.0,54.0,37.0,68.0,57.0,34.0,56.0,70.0,39.0,68.0,44.0,52.0,66.0,63.0,234062,68.0,52.0,44.0,63.0,52.0,66.0,68.0,62.0,68.0,55.0,LM CAM,68.0,52.0,44.0,63.0,52.0,66.0,68.0,62.0,68.0,55.0,62.0
3000,300000,K. Arkivuo,34,Finland,69,69,BK Häcken,1859,74.0,84.0,80.0,82.0,66.0,73.0,70.0,65.0,67.0,40.0,58.0,3.0,3.0,3.0,3.0,3.0,41.0,67.0,87.0,62.0,62.0,69.0,55.0,49.0,70.0,61.0,70.0,67.0,68.0,83.0,66.0,68.0,58.0,55.0,62.0,66.0,67.0,60.0,63.0,151376,62.0,68.0,66.0,63.0,67.0,60.0,64.0,57.0,63.0,69.0,LB,62.0,68.0,66.0,63.0,67.0,60.0,64.0,57.0,63.0,69.0,57.0
21000,1200000,M. Watkins,26,Wales,69,70,Norwich City,1663,84.0,68.0,82.0,84.0,66.0,51.0,61.0,56.0,70.0,67.0,44.0,6.0,5.0,6.0,8.0,5.0,64.0,12.0,79.0,61.0,61.0,16.0,33.0,66.0,64.0,65.0,63.0,18.0,83.0,76.0,16.0,61.0,63.0,50.0,67.0,39.0,45.0,68.0,60.0,189776,67.0,45.0,39.0,60.0,45.0,68.0,68.0,67.0,68.0,49.0,ST RM,67.0,45.0,39.0,60.0,45.0,68.0,68.0,67.0,68.0,49.0,67.0
9000,1100000,D. Horgan,24,Republic of Ireland,68,71,Preston North End,1698,85.0,30.0,85.0,80.0,70.0,56.0,69.0,67.0,71.0,62.0,67.0,7.0,13.0,15.0,12.0,7.0,49.0,16.0,79.0,56.0,57.0,17.0,61.0,60.0,58.0,58.0,60.0,20.0,87.0,84.0,23.0,56.0,63.0,54.0,65.0,36.0,44.0,65.0,59.0,202663,65.0,47.0,36.0,59.0,44.0,65.0,68.0,63.0,68.0,51.0,RW LW,65.0,47.0,36.0,59.0,44.0,65.0,68.0,63.0,68.0,51.0,63.0
3000,1400000,G. Koomson,22,Ghana,68,77,Sogndal,1720,86.0,58.0,80.0,67.0,64.0,69.0,69.0,58.0,71.0,57.0,63.0,12.0,6.0,15.0,12.0,13.0,49.0,26.0,67.0,60.0,48.0,24.0,65.0,67.0,62.0,61.0,64.0,30.0,87.0,67.0,34.0,59.0,72.0,47.0,66.0,43.0,49.0,66.0,61.0,219558,66.0,51.0,43.0,61.0,49.0,66.0,68.0,63.0,68.0,53.0,RM RW,66.0,51.0,43.0,61.0,49.0,66.0,68.0,63.0,68.0,53.0,63.0
0,0,J. Contreras,22,Venezuela,68,80,,957,15.0,22.0,36.0,37.0,14.0,34.0,13.0,13.0,7.0,8.0,10.0,68.0,66.0,65.0,67.0,71.0,11.0,7.0,68.0,18.0,8.0,9.0,14.0,8.0,61.0,23.0,17.0,12.0,25.0,23.0,13.0,61.0,51.0,16.0,,,,,,231596,,,,,,,,,,,GK,,,,,,,,,,,
7000,900000,M. Nichols,28,Australia,68,68,Perth Glory,1848,61.0,68.0,68.0,77.0,66.0,66.0,62.0,70.0,67.0,68.0,51.0,11.0,9.0,13.0,16.0,15.0,58.0,59.0,60.0,62.0,64.0,53.0,64.0,74.0,63.0,66.0,68.0,51.0,69.0,68.0,56.0,56.0,73.0,62.0,67.0,58.0,61.0,67.0,66.0,182442,67.0,60.0,58.0,66.0,61.0,67.0,67.0,66.0,67.0,61.0,CM CAM,67.0,60.0,58.0,66.0,61.0,67.0,67.0,66.0,67.0,61.0,66.0
7000,1100000,A. Contrera,25,Paraguay,68,71,Club Atlético Patronato,1774,67.0,55.0,55.0,56.0,70.0,70.0,69.0,74.0,68.0,59.0,67.0,9.0,6.0,9.0,12.0,9.0,55.0,42.0,59.0,73.0,63.0,47.0,66.0,53.0,63.0,72.0,72.0,43.0,75.0,72.0,38.0,62.0,72.0,62.0,67.0,51.0,58.0,66.0,66.0,240292,67.0,57.0,51.0,66.0,58.0,66.0,68.0,63.0,66.0,59.0,CAM,67.0,57.0,51.0,66.0,58.0,66.0,68.0,63.0,66.0,59.0,63.0
7000,1200000,D. González,23,Venezuela,68,73,Club Atlético Patronato,1781,80.0,65.0,75.0,74.0,69.0,60.0,57.0,56.0,73.0,67.0,43.0,11.0,11.0,7.0,6.0,6.0,65.0,45.0,75.0,58.0,62.0,36.0,55.0,66.0,65.0,64.0,73.0,38.0,82.0,77.0,35.0,70.0,55.0,60.0,66.0,52.0,55.0,68.0,62.0,240032,66.0,56.0,52.0,62.0,55.0,68.0,68.0,69.0,68.0,58.0,RW ST LW,66.0,56.0,52.0,62.0,55.0,68.0,68.0,69.0,68.0,58.0,69.0
4000,1300000,R. Peña,20,Venezuela,68,76,Moreirense FC,1522,71.0,78.0,68.0,59.0,63.0,59.0,30.0,32.0,66.0,66.0,25.0,12.0,11.0,8.0,8.0,7.0,71.0,10.0,64.0,48.0,54.0,16.0,60.0,67.0,65.0,62.0,75.0,18.0,63.0,63.0,13.0,71.0,41.0,57.0,60.0,39.0,42.0,63.0,53.0,236447,60.0,39.0,39.0,53.0,42.0,63.0,59.0,67.0,60.0,41.0,RW ST,60.0,39.0,39.0,53.0,42.0,63.0,59.0,67.0,60.0,41.0,67.0
11000,1500000,J. Repas,20,Slovenia,68,79,SM Caen,1674,78.0,39.0,69.0,64.0,70.0,55.0,65.0,59.0,71.0,60.0,59.0,14.0,13.0,6.0,8.0,6.0,52.0,35.0,55.0,65.0,59.0,40.0,60.0,60.0,55.0,71.0,62.0,39.0,76.0,55.0,40.0,54.0,60.0,55.0,66.0,46.0,52.0,65.0,62.0,240802,66.0,53.0,46.0,62.0,52.0,65.0,67.0,62.0,67.0,55.0,CM RM LM,66.0,53.0,46.0,62.0,52.0,65.0,67.0,62.0,67.0,55.0,62.0
19000,525000,N. Mäenpää,32,Finland,68,68,Brighton & Hove Albion,1008,31.0,32.0,55.0,30.0,16.0,38.0,16.0,12.0,17.0,12.0,13.0,70.0,68.0,56.0,64.0,66.0,12.0,15.0,43.0,15.0,14.0,16.0,14.0,15.0,69.0,16.0,24.0,12.0,38.0,38.0,9.0,61.0,27.0,12.0,,,,,,135587,,,,,,,,,,,GK,,,,,,,,,,,
10000,1300000,D. Milošević,22,Bosnia Herzegovina,68,75,Atiker Konyaspor,1713,67.0,61.0,73.0,65.0,71.0,68.0,66.0,67.0,72.0,60.0,65.0,16.0,6.0,9.0,7.0,7.0,34.0,29.0,59.0,66.0,70.0,27.0,49.0,65.0,63.0,69.0,72.0,31.0,66.0,71.0,41.0,61.0,64.0,64.0,67.0,44.0,53.0,67.0,64.0,221367,67.0,50.0,44.0,64.0,53.0,67.0,67.0,63.0,67.0,54.0,LM CAM,67.0,50.0,44.0,64.0,53.0,67.0,67.0,63.0,67.0,54.0,63.0
19000,1400000,J. Minala,20,Cameroon,68,78,Salernitana,1788,69.0,75.0,58.0,59.0,72.0,65.0,49.0,55.0,69.0,57.0,52.0,9.0,15.0,9.0,9.0,8.0,60.0,66.0,71.0,67.0,65.0,55.0,43.0,61.0,65.0,70.0,68.0,59.0,58.0,70.0,59.0,71.0,65.0,50.0,66.0,63.0,66.0,66.0,67.0,222391,66.0,62.0,63.0,67.0,66.0,66.0,65.0,64.0,64.0,63.0,CDM CAM CM,66.0,62.0,63.0,67.0,66.0,66.0,65.0,64.0,64.0,63.0,64.0
7000,725000,O. Mazuch,28,Czech Republic,68,68,Hull City,1435,54.0,78.0,46.0,42.0,48.0,54.0,37.0,27.0,35.0,25.0,22.0,14.0,7.0,13.0,13.0,6.0,68.0,62.0,71.0,50.0,25.0,65.0,42.0,26.0,61.0,52.0,55.0,66.0,62.0,55.0,67.0,84.0,35.0,22.0,42.0,67.0,59.0,42.0,47.0,181175,42.0,59.0,67.0,47.0,59.0,42.0,44.0,46.0,41.0,56.0,CB,42.0,59.0,67.0,47.0,59.0,42.0,44.0,46.0,41.0,56.0,46.0
4000,675000,I. Franjić,29,Australia,68,68,Daegu FC,1843,76.0,67.0,62.0,65.0,68.0,62.0,72.0,63.0,67.0,57.0,32.0,9.0,6.0,13.0,10.0,13.0,57.0,62.0,69.0,61.0,66.0,59.0,59.0,68.0,65.0,68.0,68.0,67.0,76.0,69.0,65.0,68.0,59.0,57.0,66.0,64.0,65.0,66.0,65.0,198330,66.0,67.0,64.0,65.0,65.0,66.0,67.0,65.0,67.0,67.0,RB,66.0,67.0,64.0,65.0,65.0,66.0,67.0,65.0,67.0,67.0,65.0
9000,650000,A. Skúlason,30,Iceland,68,68,Sporting Lokeren,1926,69.0,71.0,79.0,85.0,70.0,70.0,74.0,66.0,68.0,51.0,65.0,11.0,6.0,7.0,12.0,13.0,37.0,66.0,80.0,65.0,68.0,64.0,63.0,61.0,68.0,68.0,65.0,66.0,58.0,84.0,67.0,66.0,76.0,57.0,68.0,64.0,68.0,65.0,69.0,179899,68.0,67.0,64.0,69.0,68.0,65.0,68.0,60.0,67.0,69.0,LB,68.0,67.0,64.0,69.0,68.0,65.0,68.0,60.0,67.0,69.0,60.0
